,movie_index,code,mbti,title,subtitle,link,image,pubDate,director,actors,rating
3394,2036,25135,ESTJ ENFP ENFJ INTJ ,크래쉬 다이브,Crash Dive,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25135,https://ssl.pstatic.net/imgmovie/mdi/mit110/0251/B5135-01.jpg,1996,앤드류 스티븐스,"['마이클 듀디코프', '프레드릭 포레스트', '레이노어 샤인']",1.25
3395,2038,17715,ESTJ ENTJ INFP INFJ ,제인 에어,Jane Eyre,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17715,https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/17715_P03_114305.jpg,1996,프란코 제피렐리,"['윌리엄 허트', '샤를로뜨 갱스부르', '조안 플로라이트', '안나 파킨']",8.7
3396,2039,14706,ESTJ ISFJ INFP ,보통 사람들,Ordinary People,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14706,https://ssl.pstatic.net/imgmovie/mdi/mit110/0147/A4706-00.jpg,1980,로버트 레드포드,"['도날드 서덜랜드', '매리 테일러 무어', '주드 허쉬', '티모시 허튼']",7.97
3397,2040,37869,ESTJ ENFP ENTJ ISTP ISTJ INFP INFJ ,라스트 사무라이,The Last Samurai,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37869,https://ssl.pstatic.net/imgmovie/mdi/mit110/0378/C7869-00.jpg,2003,에드워드 즈윅,['톰 크루즈'],8.02
3398,2041,73081,ESTJ ENTJ ,도박사,Baazigar,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73081,https://ssl.pstatic.net/imgmovie/mdi/mit110/0730/73081_P01_102843.jpg,1993,압바스 알리바이 버마왈라,['샤룩 칸'],7.0
3399,2044,12273,ESTJ ISFJ INFJ ,로빈 훗의 모험,The Adventures Of Robin Hood,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12273,https://ssl.pstatic.net/imgmovie/mdi/mit110/0122/A2273-01.jpg,1938,마이클 커티즈,"['에롤 플린', '올리비아 드 하빌랜드']",8.0
3400,2045,10341,ESTJ ENFP ISFJ INFJ ,위대한 독재자,The Great Dictator,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10341,https://ssl.pstatic.net/imgmovie/mdi/mit110/0103/10341_P22_164215.jpg,1940,찰리 채플린,"['찰리 채플린', '파울레트 고다드']",9.24
3401,2046,18623,ESTJ ISFJ ISTJ INTP ,지구 최후의 날,The Day The Earth Stood Still,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18623,https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8623-01.jpg,1951,로버트 와이즈,"['마이클 레니', '패트리샤 닐']",8.55
3402,2047,12212,ESTJ ISFP ISFJ ,커뮤니언,Communion,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12212,https://ssl.pstatic.net/imgmovie/mdi/mit110/0122/12212_P01_183410.jpg,1976,알프레드 솔,"['린다 밀러', '밀드레드 클린턴']",4.75
3403,2048,11082,ESTJ ISFP ISTP ISTJ ,케이프 피어,Cape Fear,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11082,https://ssl.pstatic.net/imgmovie/mdi/mit110/0110/A1082-00.jpg,1991,마틴 스코세이지,"['로버트 드 니로', '닉 놀테', '제시카 랭']",8.01
3404,2049,10672,ESTJ ENFJ ISFP ,정사,The Adventure,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10672,https://ssl.pstatic.net/imgmovie/mdi/mit110/0106/A0672-01.jpg,1960,미켈란젤로 안토니오니,"['가브리엘레 페르제티', '모니카 비티', '레아 마사리']",7.54
3405,2050,30304,ESTJ ISFJ ISTJ ,하지만 나는 치어리더예요,But I'm A Cheerleader,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30304,https://ssl.pstatic.net/imgmovie/mdi/mit110/0303/30304_P02_155656.jpg,1999,제이미 배빗,"['나타샤 리온', '클리어 듀발', '루폴', '캐시 모리어티']",6.41
3406,2051,14135,ESTJ ENFJ ISTJ INFP ,사랑 게임,For Love Or Money,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14135,https://ssl.pstatic.net/imgmovie/mdi/mit110/0141/A4135-01.jpg,1993,배리 소넨펠드,['마이클 J. 폭스'],8.38
3407,2052,12051,ESTJ ENFJ ENTJ ISFP ISFJ ISTP ,유치원에 간 사나이,Kindergarten Cop,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12051,https://ssl.pstatic.net/imgmovie/mdi/mit110/0120/A2051-01.jpg,1990,이반 라이트만,['아놀드 슈왈제네거'],8.02
3408,2053,11124,ESTJ INTP INTJ ,론머 맨,The Lawnmower Man,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11124,https://ssl.pstatic.net/imgmovie/mdi/mit110/0111/A1124-01.jpg,1992,브렛 레너드,"['제프 파헤이', '피어스 브로스넌']",7.58
3409,2054,31764,ESTJ ISTP ISTJ ,살아있는 시체들의 밤,Night Of The Living Dead,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31764,https://ssl.pstatic.net/imgmovie/mdi/mit110/0317/C1764-01.jpg,1990,톰 사비니,"['토니 토드', '패트리샤 톨먼', '톰 타울즈', '맥키 앤더슨']",7.6
3410,2055,17172,ESTJ ENFP ENTJ ISTP ,울프,Wolf,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17172,https://ssl.pstatic.net/imgmovie/mdi/mit110/0171/A7172-00.jpg,1994,마이크 니콜스,"['잭 니콜슨', '미셸 파이퍼']",7.43
3411,2055,17287,ESTJ ENFP ENTJ ISTP ,늑대 개 2,White Fang 2: Myth Of The White Wolf,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17287,https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/A7287-01.jpg,1994,켄 올린,"['스콧 베어스토', '차메인 크레그', '알프리드 몰리나', '제프리 루이스']",8.0
3412,2056,18610,ESTJ INTJ ,콘택트,Contact,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18610,https://ssl.pstatic.net/imgmovie/mdi/mit110/0186/A8610-00.jpg,1997,로버트 저메키스,"['조디 포스터', '매튜 맥커너히']",9.23
3413,2056,18489,ESTJ INTJ ,접속,The Contact,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18489,https://ssl.pstatic.net/imgmovie/mdi/mit110/0184/A8489-00.jpg,1997,장윤현,"['한석규', '전도연']",8.69
3414,2057,19106,ESTJ ISFP ,사랑은 다 괜찮아,Fools Rush In,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19106,https://ssl.pstatic.net/imgmovie/mdi/mit110/0191/A9106-00.jpg,1997,앤디 테넌트,"['매튜 페리', '셀마 헤이엑']",8.24
3415,2058,17040,ESTJ INTP INTJ ,아웃브레이크,Outbreak,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17040,https://ssl.pstatic.net/imgmovie/mdi/mit110/0170/A7040-01.jpg,1995,볼프강 페터젠,"['더스틴 호프만', '르네 루소', '모건 프리먼']",8.07
3417,2059,28561,ESTJ ENTP ,설득,Persuasion,https://movie.naver.com/movie/bi/mi/basic.nhn?code=28561,https://ssl.pstatic.net/imgmovie/mdi/mit110/0285/B8561-00.jpg,1995,로저 미첼,"['아만다 루트', '시아란 힌즈', '수잔 플리트우드']",9.14
3418,2060,17878,ESTJ INFJ INTJ ,뮤리엘의 웨딩,Muriel's Wedding,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17878,https://ssl.pstatic.net/imgmovie/mdi/mit110/0178/17878_P12_182456.jpg,1994,피 제이 호건,"['토니 콜렛', '빌 헌터', '레이첼 그리피스']",8.08
3419,2061,31272,ESTJ ENTP ISTP INTP ,툼 레이더,Lara Croft: Tomb Raider,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31272,https://ssl.pstatic.net/imgmovie/mdi/mit110/0312/C1272-00.jpg,2001,사이먼 웨스트,"['안젤리나 졸리', '존 보이트', '노아 테일러', '이아인 글렌', '다니엘 크레이그']",6.92
3420,2062,120791,ESTJ ENFJ ISTP ,레전드 오브 타잔,The Legend of Tarzan,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120791,https://ssl.pstatic.net/imgmovie/mdi/mit110/1207/120791_P04_133802.jpg,2016,데이빗 예이츠,"['마고 로비', '알렉산더 스카스가드', '크리스토프 왈츠', '사무엘 L. 잭슨', '디몬 하운수']",7.66
3421,2063,36832,ESTJ ISFJ ISTJ INFP INTJ ,윌러드,Willard,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36832,https://ssl.pstatic.net/imgmovie/mdi/mit110/0368/C6832-00.jpg,2003,글렌 모건,"['크리스핀 글로버', '데이빗 파커']",6.35
3422,2064,50102,ESTJ ENFP ENFJ ENTP ENTJ ISTJ INTP INTJ ,더 박스,The Box,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50102,https://ssl.pstatic.net/imgmovie/mdi/mit110/0501/50102_P05_161315.jpg,2009,리차드 켈리,"['카메론 디아즈', '제임스 마스던']",5.39
3425,2065,44477,ESTJ ENTP ISFJ INTP ,지구가 멈추는 날,The Day The Earth Stood Still,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44477,https://ssl.pstatic.net/imgmovie/mdi/mit110/0444/D4477-00.jpg,2008,스콧 데릭슨,"['키아누 리브스', '제니퍼 코넬리']",4.64
3426,2066,87717,ESTJ ENFP ISFP ISFJ ISTP INFP INFJ ,파리의 유령,A Monster in Paris,https://movie.naver.com/movie/bi/mi/basic.nhn?code=87717,https://ssl.pstatic.net/imgmovie/mdi/mit110/0877/87717_P01_184325.jpg,2011,비보 버거론,"['아담 골드버그', '바네사 파라디', '션 레논', '프랑수아 클루제', '대니 휴스턴']",8.72
3427,2067,74303,ESTJ ENFJ ENTP INFJ ,컨트롤러,The Adjustment Bureau,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74303,https://ssl.pstatic.net/imgmovie/mdi/mit110/0743/74303_P01_134952.jpg,2011,조지 놀피,"['맷 데이먼', '에밀리 블런트']",7.3
3428,2068,76041,ESTJ ISTP INFP ,휴먼 센티피드 2,The Human Centipede II (Full Sequence),https://movie.naver.com/movie/bi/mi/basic.nhn?code=76041,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76041_P06_190348.jpg,2011,톰 식스,"['애슐린 예니', '도미닉 보렐리', '로렌스 R. 하비']",5.01
3429,2069,84864,ESTJ ISTP ISTJ INTJ ,원스 어폰 어 타임 인 아나톨리아,Once Upon A Time In Anatolia,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84864,https://ssl.pstatic.net/imgmovie/mdi/mit110/0848/84864_P03_115155.jpg,2011,누리 빌게 제일란,"['일마즈 에르도간', '타네르 비르셀']",7.06
3430,2070,107918,ESTJ ISFJ ISTP ,네브래스카,Nebraska,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107918,https://ssl.pstatic.net/imgmovie/mdi/mit110/1079/107918_P03_171742.jpg,2013,알렉산더 페인,"['밥 오덴커크', '브루스 던', '스테이시 키치', '준 스큅', '윌 포트']",8.82
3435,2071,140692,ESTJ ENTP ISFP ,무스탕: 랄리의 여름,Mustang,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140692,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140692_P14_133740.jpg,2015,데니즈 겜즈 에르구벤,"['에롤 아프신', '구네스 센소이', '도가 제이넵 도구슬루', '툭바 선구로글루', '에릿 이스캔', '일라이다 아크도간']",8.76
3436,2072,10886,ESTJ ,베이비 붐,Baby Boom,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10886,https://ssl.pstatic.net/imgmovie/mdi/mit110/0108/A0886-02.jpg,1987,찰스 샤이어,"['다이안 키튼', '샘 쉐퍼드', '해롤드 래미스']",8.67
3438,2074,51872,ESTJ ENFP ENTJ ISFP ISFJ ISTJ ,베드타임 스토리,Bedtime Stories,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51872,https://ssl.pstatic.net/imgmovie/mdi/mit110/0518/E1872-01.jpg,2008,아담 쉥크만,"['아담 샌들러', '케리 러셀', '가이 피어스', '커트니 콕스']",7.32
3439,2075,73084,ESTJ ,용감한 자가 신부를 데려가리,THERE GOES THE BRIDE,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73084,https://ssl.pstatic.net/imgmovie/mdi/mit110/0730/73084_P00_102625.jpg,1995,아딧야 초프라,"['샤룩 칸', '까졸']",8.59
3440,2076,151151,ESTJ ENFP ENFJ ENTJ ISFP INFP INFJ ,메리 포핀스 리턴즈,Mary Poppins Returns,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151151,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151151_P24_105029.jpg,2018,롭 마샬,"['에밀리 블런트', '린-마누엘 미란다', '벤 위쇼']",8.17
3441,2077,19328,ESTJ ENTP ENTJ ISFP ISFJ ISTJ INFP INFJ INTP ,발토,Balto,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19328,https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/A9328-01.jpg,1995,사이먼 웰스,"['케빈 베이컨', '밥 호스킨스', '브리짓 폰다', '짐 커밍스', '필 콜린스', '잭 엔젤', '대니 만', '로비 리스트', '줄리엣 브로워', '산드라 딕킨슨', '미리암 마고리스', '도널드 신든', '윌리암 로버츠', '게릭 헤이건', '빌 베일리', '마이클 맥쉐인']",9.7
3442,2078,13507,ESTJ ISFJ ISTJ ,움베르토디,Umberto D.,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13507,https://ssl.pstatic.net/imgmovie/mdi/mit110/0135/A3507-01.jpg,1952,비토리오 데 시카,"['카를로 바티스티', '마리아-피아 카실리오', '멤모 카로테누토']",8.6
3443,2079,36674,ESTJ ENFJ ISFP ISFJ INTP ,대디 데이 케어,Daddy Day Care,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36674,https://ssl.pstatic.net/imgmovie/mdi/mit110/0366/C6674-00.jpg,2003,스티브 카,['에디 머피'],8.4
3444,2080,18565,ESTJ INTP ,노란 잠수함,Yellow Submarine,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18565,https://ssl.pstatic.net/imgmovie/mdi/mit110/0185/A8565-01.jpg,1968,조지 더닝,"['존 레논', '폴 매카트니', '조지 해리슨', '링고 스타']",9.05
3445,2081,70103,ESTJ ISTJ INFP INFJ ,슬픔의 벨라돈나,Belladonna Of Sadness,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70103,https://ssl.pstatic.net/imgmovie/mdi/mit110/0701/70103_P03_174251.jpg,1973,야마모토 에이이치,"['나카다이 타츠야', '나가야마 아이코']",7.5
3446,2082,14553,ESTJ ,금지된 세계,Forbidden Planet,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14553,https://ssl.pstatic.net/imgmovie/mdi/mit110/0145/A4553-00.jpg,1956,프레드 M. 윌콕스,"['월터 피전', '앤 프란시스', '레슬리 닐슨']",7.84
3447,2083,33759,ESTJ ENTP ENTJ INFJ ,내겐 너무 가벼운 그녀,Shallow Hal,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33759,https://ssl.pstatic.net/imgmovie/mdi/mit110/0337/C3759-00.jpg,2001,바비 패럴리,"['기네스 팰트로', '잭 블랙']",8.78
3448,2084,47364,ESTJ ISFP ISTP ,디파이언스,Defiance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47364,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/D7364-00.jpg,2008,에드워드 즈윅,"['다니엘 크레이그', '리브 슈라이버', '제이미 벨']",8.23
3449,2086,14617,ESTJ ENFJ ,늑대 개,White Fang,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14617,https://ssl.pstatic.net/imgmovie/mdi/mit110/0146/A4617-00.jpg,1991,랜달 크레이저,"['클라우스 마리아 브랜다우어', '에단 호크']",9.24
3450,2087,66253,ESTJ ENFP ENFJ ENTP ENTJ INFJ ,나의 특별한 사랑 이야기,"Definitely, Maybe",https://movie.naver.com/movie/bi/mi/basic.nhn?code=66253,https://ssl.pstatic.net/imgmovie/mdi/mit110/0662/F6253-01.jpg,2007,아담 브룩스,"['라이언 레이놀즈', '레이첼 와이즈', '아일라 피셔']",8.28
3451,2088,26336,ESTJ ENTP ,왕과 나,The King and I,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26336,https://ssl.pstatic.net/imgmovie/mdi/mit110/0263/B6336-01.jpg,1999,리처드 리치,"['미란다 리차드슨', '이안 리처드슨', '대럴 하몬드', '데이빗 번햄', '애덤 와일리', '숀 스미스']",3.17
3452,2089,52531,ESTJ ,위커 맨,The Wicker Man,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52531,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52531_P00_220816.jpg,2006,닐 라뷰트,['니콜라스 케이지'],4.33
3453,2090,15290,ESTJ ISTP ISTJ INFP INTJ ,블리트,Bullitt,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15290,https://ssl.pstatic.net/imgmovie/mdi/mit110/0152/A5290-01.jpg,1968,피터 예이츠,['스티브 맥퀸'],8.56
3454,2091,127374,ESTJ ENTP ENTJ ISFJ ISTP INTJ ,킹 아서: 제왕의 검,King Arthur: Legend of the Sword,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127374,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127374_P10_100059.jpg,2017,가이 리치,"['찰리 허냄', '주드 로']",7.77
3457,2094,69689,ESTJ ENFJ ISFP ISTJ INFP INFJ ,셔터 아일랜드,Shutter Island,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69689,https://ssl.pstatic.net/imgmovie/mdi/mit110/0696/69689_P00_122646.jpg,2010,마틴 스코세이지,"['레오나르도 디카프리오', '마크 러팔로']",8.41
3458,2096,137958,ESTJ ISFP ISFJ INFP ,단지 세상의 끝,It’s Only the End of the World,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137958,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137958_P19_105301.jpg,2016,자비에 돌란,"['마리옹 꼬띠아르', '레아 세이두', '뱅상 카셀', '가스파르 울리엘', '나탈리 베이']",7.48
3464,2097,178654,ESTJ ISFJ ,택시 5,Taxi 5,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178654,https://ssl.pstatic.net/imgmovie/mdi/mit110/1786/178654_P10_142512.jpg,2018,프랑크 가스탐비드,"['프랑크 가스탐비드', '말릭 벤탈라', '베르나르 파시']",3.78
3465,2097,179384,ESTJ ISFJ ,하얀악마; 금요일 밤 택시드라이버,White Devil; Taxi Driver on Friday Night,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179384,https://ssl.pstatic.net/imgmovie/mdi/mit110/1793/179384_P01_173331.jpg,2018,박승원,['고수'],7.5
3467,2097,146469,ESTJ ISFJ ,택시운전사,A Taxi Driver,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146469,https://ssl.pstatic.net/imgmovie/mdi/mit110/1464/146469_P46_100138.jpg,2017,장훈,"['송강호', '토마스 크레취만', '유해진', '류준열']",9.03
3469,2098,146441,ESTJ ISFP ,자헤드 3: 더 씨즈,Jarhead 3: The Siege,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146441,https://ssl.pstatic.net/imgmovie/mdi/mit110/1464/146441_P01_152913.jpg,2015,윌리엄 카우프먼,"['찰리 웨버', '스콧 앳킨스']",7.0
3470,2098,129257,ESTJ ISFP ,자헤드 2 : 필드 오브 파이어,Jarhead 2: Field of Fire,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129257,https://ssl.pstatic.net/imgmovie/mdi/mit110/1292/129257_P01_164250.jpg,2014,돈 마이클 폴,"['제이슨 웡', '에이젠 아세노브', '다니엘 쿠처르']",5.49
3471,2098,50323,ESTJ ISFP ,자헤드 - 그들만의 전쟁,Jarhead,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50323,https://ssl.pstatic.net/imgmovie/mdi/mit110/0503/E0323-01.jpg,2005,샘 멘데스,"['제이크 질렌할', '피터 사스가드', '루카스 블랙', '브라이언 게라그티', '제이콥 바가스', '라즈 알론소', '에반 존스', '이반 펜요', '크리스 쿠퍼', '데니스 헤이스버트', '스콧 맥도널드', '제이미 폭스']",8.3
3473,2101,45780,ESTJ ENFP ISTP ,시티 오브 엠버: 빛의 도시를 찾아서,City Of Ember,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45780,https://ssl.pstatic.net/imgmovie/mdi/mit110/0457/D5780-01.jpg,2008,길 키넌,"['해리 트레더웨이', '시얼샤 로넌', '팀 로빈스', '빌 머레이']",7.41
3474,2102,66785,ESTJ ISFP ,더 포킵시 테잎스,The Poughkeepsie Tapes,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66785,https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/F6785-01.jpg,2007,존 에릭 도들,"['스테이시 크보스키', '이바 브로거']",6.54
3475,2104,19374,ESTJ ISFP ,400번의 구타,The 400 Blows,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19374,https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/19374_P26_095208.jpg,1959,프랑수아 트뤼포,"['장 피에르 레오', '클레어 모리어']",8.86
3476,2105,73134,ESTJ ENFP ENTP ,크리스마스 스타!,Nativity!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73134,https://ssl.pstatic.net/imgmovie/mdi/mit110/0731/73134_P06_102110.jpg,2009,데비 아이싯,"['마틴 프리먼', '애슐리 젠슨']",8.68
3477,2106,26076,ESTJ ENFP ENFJ ENTP ISFP ISFJ INFP ,라이프세이버,Mixed Nuts,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26076,https://ssl.pstatic.net/imgmovie/mdi/mit110/0260/B6076-01.jpg,1994,노라 에프론,"['스티브 마틴', '매들린 칸', '로버트 클라인']",6.0
3478,2107,20324,ESTJ ISTP ,수색자,The Searchers,https://movie.naver.com/movie/bi/mi/basic.nhn?code=20324,https://ssl.pstatic.net/imgmovie/mdi/mit110/0203/B0324-00.jpg,1956,존 포드,['존 웨인'],8.39
3479,2108,189260,ESTJ ENFP ISFJ ,라스트 크리스마스,Last Christmas,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189260,https://ssl.pstatic.net/imgmovie/mdi/mit110/1892/189260_P01_110504.jpg,2019,폴 페이그,"['에밀리아 클라크', '헨리 골딩']",6.91
3480,2109,83151,ESTJ ISFP ISFJ ISTJ ,마이 베스트 에너미,My Best Enemy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83151,https://ssl.pstatic.net/imgmovie/mdi/mit110/0831/83151_P01_134327.jpg,2011,볼프강 무른베르거,"['모리츠 블라이브트로이', '게오르그 프리드리히']",9.5
3482,2111,52755,ESTJ ,한나 몬타나: 더 무비,Hannah Montana: The Movie,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52755,https://ssl.pstatic.net/imgmovie/mdi/mit110/0527/E2755-01.jpg,2009,피터 첼섬,"['마일리 사이러스', '빌리 레이 사이러스', '에밀리 오스먼트', '제이슨 얼스']",8.22
